District,Date,LPC,CPC,NDP,GPC
Chatham-Kent Leamington,2024-05-12,16%,57%,15%,3%
Chatham-Kent Leamington,2024-05-19,16%,56%,15%,3%
Chatham-Kent Leamington,2024-05-19,16%,56%,16%,3%
Chatham-Kent Leamington,2024-05-26,16%,56%,16%,3%
Chatham-Kent Leamington,2024-05-26,17%,55%,16%,3%
Chatham-Kent Leamington,2024-06-02,17%,54%,16%,3%
Chatham-Kent Leamington,2024-06-02,17%,55%,15%,4%
Chatham-Kent Leamington,2024-06-09,17%,56%,15%,4%
Chatham-Kent Leamington,2024-06-09,16%,57%,14%,4%
Chatham-Kent Leamington,2024-06-16,16%,58%,14%,4%
Chatham-Kent Leamington,2024-06-16,16%,58%,14%,4%
Chatham-Kent Leamington,2024-06-23,15%,58%,15%,4%
Chatham-Kent Leamington,2024-06-23,16%,57%,15%,4%
Chatham-Kent Leamington,2024-06-30,16%,57%,15%,4%
Chatham-Kent Leamington,2024-06-30,16%,57%,15%,4%
Chatham-Kent Leamington,2024-07-07,16%,56%,15%,4%
Chatham-Kent Leamington,2024-07-07,16%,56%,15%,4%
Davenport,2024-05-01,37%,19%,37%,5%
Davenport,2024-07-01,35%,17%,41%,5%
Davenport,2024-09-01,36%,17%,40%,5%
Davenport,2024-11-01,37%,17%,40%,5%
Davenport,2025-01-01,36%,17%,40%,5%
Davenport,2025-03-01,36%,17%,40%,5%
Davenport,2025-05-01,37%,17%,40%,5%
Davenport,2025-07-01,36%,17%,41%,5%
Davenport,2025-09-01,38%,19%,36%,4%
Davenport,2025-11-01,39%,19%,35%,4%
Davenport,2024-05-12,38%,19%,35%,4%
Davenport,2024-05-12,38%,19%,35%,4%
Davenport,2024-05-19,38%,19%,35%,4%
Davenport,2024-05-19,37%,18%,37%,5%
Davenport,2024-05-26,37%,18%,36%,5%
Davenport,2024-05-26,38%,18%,36%,5%
Davenport,2024-06-02,39%,18%,35%,5%
Davenport,2024-06-02,40%,19%,33%,5%
Davenport,2024-06-09,39%,19%,34%,5%
Davenport,2024-06-09,39%,20%,33%,5%
Davenport,2024-06-16,39%,21%,33%,5%
Davenport,2024-06-16,37%,20%,34%,5%
Davenport,2024-06-23,36%,20%,37%,5%
Davenport,2024-06-23,36%,19%,37%,5%
Davenport,2024-06-30,37%,19%,37%,5%
Davenport,2024-06-30,36%,19%,37%,5%
Davenport,2024-07-07,36%,18%,37%,5%
Davenport,2024-07-07,37%,19%,37%,5%
Don Valley North,2024-05-01,38%,45%,11%,4%
Don Valley North,2024-07-01,42%,43%,11%,4%
Don Valley North,2024-09-01,42%,43%,11%,4%
Don Valley North,2024-11-01,43%,42%,10%,4%
Don Valley North,2025-01-01,43%,42%,11%,4%
Don Valley North,2025-03-01,43%,41%,10%,4%
Don Valley North,2025-05-01,43%,41%,11%,4%
Don Valley North,2025-07-01,42%,41%,12%,4%
Don Valley North,2025-09-01,38%,46%,10%,3%
Don Valley North,2025-11-01,39%,45%,10%,3%
Don Valley North,2024-05-12,38%,46%,10%,3%
Don Valley North,2024-05-12,38%,46%,10%,4%
Don Valley North,2024-05-19,38%,46%,10%,3%
Don Valley North,2024-05-19,38%,45%,10%,4%
Don Valley North,2024-05-26,38%,45%,10%,4%
Don Valley North,2024-05-26,39%,45%,10%,4%
Don Valley North,2024-06-02,40%,44%,10%,4%
Don Valley North,2024-06-02,40%,44%,9%,4%
Don Valley North,2024-06-09,39%,45%,9%,4%
Don Valley North,2024-06-09,38%,46%,9%,4%
Don Valley North,2024-06-16,37%,47%,9%,4%
Don Valley North,2024-06-16,37%,47%,10%,4%
Don Valley North,2024-06-23,36%,47%,11%,4%
Don Valley North,2024-06-23,37%,46%,11%,4%
Don Valley North,2024-06-30,37%,45%,11%,4%
Don Valley North,2024-06-30,37%,45%,11%,4%
Don Valley North,2024-07-07,37%,45%,11%,4%
Don Valley North,2024-07-07,38%,45%,11%,4%
Eglinton Lawrence,2024-05-01,30%,48%,10%,9%
Eglinton Lawrence,2024-07-01,34%,46%,9%,10%
Eglinton Lawrence,2024-09-01,35%,45%,9%,10%
Eglinton Lawrence,2024-11-01,36%,45%,9%,10%
Eglinton Lawrence,2025-01-01,35%,45%,9%,10%
Eglinton Lawrence,2025-03-01,36%,44%,9%,10%
Eglinton Lawrence,2025-05-01,36%,43%,9%,10%
Eglinton Lawrence,2025-07-01,35%,44%,10%,10%
Eglinton Lawrence,2025-09-01,31%,50%,9%,8%
Eglinton Lawrence,2025-11-01,32%,49%,9%,8%
Eglinton Lawrence,2024-05-12,31%,50%,9%,8%
Eglinton Lawrence,2024-05-12,31%,50%,9%,8%
Eglinton Lawrence,2024-05-19,31%,50%,9%,8%
Eglinton Lawrence,2024-05-19,31%,49%,9%,8%
Eglinton Lawrence,2024-05-26,31%,49%,9%,8%
Eglinton Lawrence,2024-05-26,32%,49%,9%,8%
Eglinton Lawrence,2024-06-02,33%,48%,9%,9%
Eglinton Lawrence,2024-06-02,32%,48%,8%,9%
Eglinton Lawrence,2024-06-09,32%,49%,8%,9%
Eglinton Lawrence,2024-06-09,31%,50%,8%,9%
Eglinton Lawrence,2024-06-16,30%,51%,8%,9%
Eglinton Lawrence,2024-06-16,30%,51%,8%,9%
Eglinton Lawrence,2024-06-23,29%,50%,9%,9%
Eglinton Lawrence,2024-06-23,30%,49%,9%,9%
Eglinton Lawrence,2024-06-30,30%,49%,10%,9%
Eglinton Lawrence,2024-06-30,30%,49%,10%,9%
Eglinton Lawrence,2024-07-07,30%,48%,10%,9%
Eglinton Lawrence,2024-07-07,30%,48%,10%,9%
Elgin St. Thomas London South,2024-05-01,10%,61%,16%,5%
Elgin St. Thomas London South,2024-07-01,11%,63%,16%,4%
Elgin St. Thomas London South,2024-09-01,11%,63%,16%,5%
Elgin St. Thomas London South,2024-11-01,11%,62%,16%,4%
Elgin St. Thomas London South,2025-01-01,11%,62%,16%,4%
Elgin St. Thomas London South,2025-03-01,11%,62%,16%,5%
Elgin St. Thomas London South,2025-05-01,11%,61%,17%,5%
Elgin St. Thomas London South,2025-07-01,11%,61%,18%,5%
Elgin St. Thomas London South,2025-09-01,10%,61%,17%,4%
Elgin St. Thomas London South,2025-11-01,10%,61%,17%,4%
Elgin St. Thomas London South,2024-05-12,10%,61%,16%,4%
Elgin St. Thomas London South,2024-05-12,10%,62%,16%,4%
Elgin St. Thomas London South,2024-05-19,10%,62%,16%,4%
Elgin St. Thomas London South,2024-05-19,10%,60%,17%,4%
Elgin St. Thomas London South,2024-05-26,10%,61%,17%,4%
Elgin St. Thomas London South,2024-05-26,10%,60%,17%,4%
Elgin St. Thomas London South,2024-06-02,11%,60%,17%,5%
Elgin St. Thomas London South,2024-06-02,11%,61%,16%,5%
Elgin St. Thomas London South,2024-06-09,10%,61%,16%,5%
Elgin St. Thomas London South,2024-06-09,10%,62%,15%,5%
Elgin St. Thomas London South,2024-06-16,10%,63%,15%,5%
Elgin St. Thomas London South,2024-06-16,10%,63%,15%,5%
Elgin St. Thomas London South,2024-06-23,9%,63%,15%,5%
Elgin St. Thomas London South,2024-06-23,10%,62%,15%,5%
Elgin St. Thomas London South,2024-06-30,10%,62%,16%,5%
Elgin St. Thomas London South,2024-06-30,10%,61%,16%,5%
Elgin St. Thomas London South,2024-07-07,10%,61%,16%,5%
Elgin St. Thomas London South,2024-07-07,10%,61%,16%,5%
Etobicoke Lakeshore,2024-05-01,33%,45%,14%,4%
Etobicoke Lakeshore,2024-07-01,36%,43%,14%,4%
Etobicoke Lakeshore,2024-09-01,37%,42%,14%,4%
Etobicoke Lakeshore,2024-11-01,38%,42%,14%,4%
Etobicoke Lakeshore,2025-01-01,37%,41%,14%,4%
Etobicoke Lakeshore,2025-03-01,38%,41%,14%,4%
Etobicoke Lakeshore,2025-05-01,38%,41%,15%,4%
Etobicoke Lakeshore,2025-07-01,37%,41%,15%,4%
Etobicoke Lakeshore,2025-09-01,34%,46%,13%,4%
Etobicoke Lakeshore,2025-11-01,34%,45%,13%,4%
Etobicoke Lakeshore,2024-05-12,34%,46%,13%,4%
Etobicoke Lakeshore,2024-05-12,34%,46%,13%,4%
Etobicoke Lakeshore,2024-05-19,34%,46%,13%,4%
Etobicoke Lakeshore,2024-05-19,33%,45%,14%,4%
Etobicoke Lakeshore,2024-05-26,33%,45%,13%,4%
Etobicoke Lakeshore,2024-05-26,34%,44%,13%,4%
Etobicoke Lakeshore,2024-06-02,35%,44%,13%,4%
Etobicoke Lakeshore,2024-06-02,35%,44%,12%,4%
Etobicoke Lakeshore,2024-06-09,34%,45%,12%,5%
Etobicoke Lakeshore,2024-06-09,33%,46%,12%,5%
Etobicoke Lakeshore,2024-06-16,33%,47%,12%,4%
Etobicoke Lakeshore,2024-06-16,32%,47%,13%,5%
Etobicoke Lakeshore,2024-06-23,31%,46%,14%,4%
Etobicoke Lakeshore,2024-06-23,32%,46%,14%,4%
Etobicoke Lakeshore,2024-06-30,32%,45%,14%,5%
Etobicoke Lakeshore,2024-06-30,32%,45%,14%,5%
Etobicoke Lakeshore,2024-07-07,32%,45%,14%,5%
Etobicoke Lakeshore,2024-07-07,33%,45%,14%,4%
Flamborough Glanbrook Brant North,2024-05-01,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-07-01,20%,57%,15%,5%
Flamborough Glanbrook Brant North,2024-09-01,20%,57%,14%,5%
Flamborough Glanbrook Brant North,2024-11-01,21%,57%,14%,5%
Flamborough Glanbrook Brant North,2025-01-01,21%,56%,15%,5%
Flamborough Glanbrook Brant North,2025-03-01,21%,56%,14%,5%
Flamborough Glanbrook Brant North,2025-05-01,21%,56%,15%,5%
Flamborough Glanbrook Brant North,2025-07-01,20%,56%,16%,5%
Flamborough Glanbrook Brant North,2025-09-01,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2025-11-01,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-05-12,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-05-12,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-05-19,20%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-05-19,20%,55%,15%,5%
Flamborough Glanbrook Brant North,2024-05-26,20%,55%,15%,5%
Flamborough Glanbrook Brant North,2024-05-26,20%,55%,15%,5%
Flamborough Glanbrook Brant North,2024-06-02,21%,54%,15%,5%
Flamborough Glanbrook Brant North,2024-06-02,21%,55%,14%,5%
Flamborough Glanbrook Brant North,2024-06-09,20%,55%,14%,5%
Flamborough Glanbrook Brant North,2024-06-09,20%,57%,14%,5%
Flamborough Glanbrook Brant North,2024-06-16,20%,57%,13%,5%
Flamborough Glanbrook Brant North,2024-06-16,19%,58%,14%,5%
Flamborough Glanbrook Brant North,2024-06-23,18%,58%,14%,5%
Flamborough Glanbrook Brant North,2024-06-23,19%,57%,14%,5%
Flamborough Glanbrook Brant North,2024-06-30,19%,57%,14%,5%
Flamborough Glanbrook Brant North,2024-06-30,19%,56%,14%,5%
Flamborough Glanbrook Brant North,2024-07-07,19%,56%,15%,5%
Flamborough Glanbrook Brant North,2024-07-07,20%,56%,15%,5%
Guelph,2024-05-01,30%,31%,22%,12%
Guelph,2024-07-01,30%,31%,23%,14%
Guelph,2024-09-01,30%,31%,23%,14%
Guelph,2024-11-01,31%,30%,22%,13%
Guelph,2025-01-01,31%,30%,23%,14%
Guelph,2025-03-01,31%,30%,22%,14%
Guelph,2025-05-01,31%,29%,23%,14%
Guelph,2025-07-01,30%,29%,24%,14%
Guelph,2025-09-01,31%,31%,23%,11%
Guelph,2025-11-01,31%,31%,23%,11%
Guelph,2024-05-12,31%,31%,23%,11%
Guelph,2024-05-12,31%,31%,23%,11%
Guelph,2024-05-19,31%,31%,23%,11%
Guelph,2024-05-19,30%,30%,24%,11%
Guelph,2024-05-26,30%,30%,23%,12%
Guelph,2024-05-26,31%,30%,23%,12%
Guelph,2024-06-02,32%,29%,23%,12%
Guelph,2024-06-02,32%,30%,21%,12%
Guelph,2024-06-09,31%,30%,21%,13%
Guelph,2024-06-09,31%,32%,21%,13%
Guelph,2024-06-16,30%,32%,20%,13%
Guelph,2024-06-16,30%,33%,21%,13%
Guelph,2024-06-23,29%,33%,21%,12%
Guelph,2024-06-23,29%,32%,22%,12%
Guelph,2024-06-30,30%,32%,22%,13%
Guelph,2024-06-30,30%,32%,22%,13%
Guelph,2024-07-07,29%,31%,22%,13%
Guelph,2024-07-07,30%,31%,22%,12%
Haliburton Kawartha Lakes,2024-05-01,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-07-01,14%,64%,14%,5%
Haliburton Kawartha Lakes,2024-09-01,14%,64%,14%,5%
Haliburton Kawartha Lakes,2024-11-01,14%,64%,14%,5%
Haliburton Kawartha Lakes,2025-01-01,14%,63%,14%,5%
Haliburton Kawartha Lakes,2025-03-01,14%,63%,14%,5%
Haliburton Kawartha Lakes,2025-05-01,14%,63%,15%,5%
Haliburton Kawartha Lakes,2025-07-01,13%,63%,15%,5%
Haliburton Kawartha Lakes,2025-09-01,13%,63%,14%,4%
Haliburton Kawartha Lakes,2025-11-01,13%,63%,14%,4%
Haliburton Kawartha Lakes,2024-05-12,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-05-12,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-05-19,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-05-19,13%,62%,15%,5%
Haliburton Kawartha Lakes,2024-05-26,13%,62%,15%,5%
Haliburton Kawartha Lakes,2024-05-26,13%,62%,15%,5%
Haliburton Kawartha Lakes,2024-06-02,14%,61%,14%,5%
Haliburton Kawartha Lakes,2024-06-02,14%,62%,14%,5%
Haliburton Kawartha Lakes,2024-06-09,13%,62%,14%,5%
Haliburton Kawartha Lakes,2024-06-09,13%,64%,13%,5%
Haliburton Kawartha Lakes,2024-06-16,13%,64%,13%,5%
Haliburton Kawartha Lakes,2024-06-16,12%,64%,13%,5%
Haliburton Kawartha Lakes,2024-06-23,12%,65%,13%,5%
Haliburton Kawartha Lakes,2024-06-23,12%,64%,13%,5%
Haliburton Kawartha Lakes,2024-06-30,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-06-30,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-07-07,13%,63%,14%,5%
Haliburton Kawartha Lakes,2024-07-07,13%,63%,14%,5%
Hamilton Centre,2024-05-01,17%,26%,47%,6%
Hamilton Centre,2024-07-01,17%,24%,50%,5%
Hamilton Centre,2024-09-01,17%,24%,50%,5%
Hamilton Centre,2024-11-01,18%,24%,49%,5%
Hamilton Centre,2025-01-01,17%,24%,50%,5%
Hamilton Centre,2025-03-01,18%,24%,49%,6%
Hamilton Centre,2025-05-01,17%,23%,50%,5%
Hamilton Centre,2025-07-01,17%,23%,51%,5%
Hamilton Centre,2025-09-01,17%,24%,49%,5%
Hamilton Centre,2025-11-01,17%,24%,49%,5%
Hamilton Centre,2024-05-12,17%,24%,48%,5%
Hamilton Centre,2024-05-12,17%,24%,48%,5%
Hamilton Centre,2024-05-19,17%,24%,48%,5%
Hamilton Centre,2024-05-19,16%,24%,50%,5%
Hamilton Centre,2024-05-26,16%,24%,49%,5%
Hamilton Centre,2024-05-26,17%,23%,49%,5%
Hamilton Centre,2024-06-02,18%,23%,48%,5%
Hamilton Centre,2024-06-02,18%,24%,47%,6%
Hamilton Centre,2024-06-09,17%,25%,47%,6%
Hamilton Centre,2024-06-09,17%,26%,46%,6%
Hamilton Centre,2024-06-16,17%,27%,45%,6%
Hamilton Centre,2024-06-16,17%,27%,45%,6%
Hamilton Centre,2024-06-23,16%,27%,46%,6%
Hamilton Centre,2024-06-23,16%,26%,46%,6%
Hamilton Centre,2024-06-30,16%,26%,47%,6%
Hamilton Centre,2024-06-30,16%,26%,47%,6%
Hamilton Centre,2024-07-07,16%,25%,47%,6%
Hamilton Centre,2024-07-07,17%,26%,47%,6%
Hamilton East Stoney Creek,2024-05-01,29%,40%,22%,4%
Hamilton East Stoney Creek,2024-07-01,30%,40%,23%,4%
Hamilton East Stoney Creek,2024-09-01,30%,40%,23%,4%
Hamilton East Stoney Creek,2024-11-01,31%,39%,23%,4%
Hamilton East Stoney Creek,2025-01-01,31%,39%,23%,4%
Hamilton East Stoney Creek,2025-03-01,31%,39%,23%,4%
Hamilton East Stoney Creek,2025-05-01,31%,38%,23%,4%
Hamilton East Stoney Creek,2025-07-01,30%,38%,24%,4%
Hamilton East Stoney Creek,2025-09-01,30%,39%,23%,4%
Hamilton East Stoney Creek,2025-11-01,30%,39%,23%,4%
Hamilton East Stoney Creek,2024-05-12,30%,39%,22%,4%
Hamilton East Stoney Creek,2024-05-12,30%,39%,22%,4%
Hamilton East Stoney Creek,2024-05-19,30%,39%,22%,4%
Hamilton East Stoney Creek,2024-05-19,29%,39%,23%,4%
Hamilton East Stoney Creek,2024-05-26,29%,39%,23%,4%
Hamilton East Stoney Creek,2024-05-26,30%,38%,23%,4%
Hamilton East Stoney Creek,2024-06-02,31%,37%,22%,4%
Hamilton East Stoney Creek,2024-06-02,31%,38%,21%,4%
Hamilton East Stoney Creek,2024-06-09,31%,39%,21%,4%
Hamilton East Stoney Creek,2024-06-09,30%,40%,21%,4%
Hamilton East Stoney Creek,2024-06-16,30%,41%,20%,4%
Hamilton East Stoney Creek,2024-06-16,29%,42%,21%,4%
Hamilton East Stoney Creek,2024-06-23,28%,42%,21%,4%
Hamilton East Stoney Creek,2024-06-23,29%,41%,22%,4%
Hamilton East Stoney Creek,2024-06-30,29%,40%,22%,4%
Hamilton East Stoney Creek,2024-06-30,29%,40%,22%,4%
Hamilton East Stoney Creek,2024-07-07,29%,40%,22%,4%
Hamilton East Stoney Creek,2024-07-07,29%,40%,22%,4%
Hamilton Mountain,2024-05-01,25%,34%,31%,4%
Hamilton Mountain,2024-07-01,26%,34%,33%,4%
Hamilton Mountain,2024-09-01,26%,34%,33%,4%
Hamilton Mountain,2024-11-01,27%,33%,33%,4%
Hamilton Mountain,2025-01-01,26%,33%,33%,4%
Hamilton Mountain,2025-03-01,27%,33%,33%,4%
Hamilton Mountain,2025-05-01,27%,32%,33%,4%
Hamilton Mountain,2025-07-01,26%,32%,34%,4%
Hamilton Mountain,2025-09-01,26%,33%,33%,4%
Hamilton Mountain,2025-11-01,26%,33%,32%,4%
Hamilton Mountain,2024-05-12,26%,33%,32%,4%
Hamilton Mountain,2024-05-12,26%,33%,32%,4%
Hamilton Mountain,2024-05-19,26%,33%,32%,4%
Hamilton Mountain,2024-05-19,25%,33%,33%,4%
Hamilton Mountain,2024-05-26,25%,33%,33%,4%
Hamilton Mountain,2024-05-26,26%,32%,33%,4%
Hamilton Mountain,2024-06-02,27%,32%,32%,4%
Hamilton Mountain,2024-06-02,27%,33%,31%,4%
Hamilton Mountain,2024-06-09,26%,33%,31%,4%
Hamilton Mountain,2024-06-09,26%,35%,30%,4%
Hamilton Mountain,2024-06-16,26%,36%,29%,4%
Hamilton Mountain,2024-06-16,25%,36%,30%,4%
Hamilton Mountain,2024-06-23,24%,36%,30%,4%
Hamilton Mountain,2024-06-23,25%,35%,31%,4%
Hamilton Mountain,2024-06-30,25%,35%,31%,4%
Hamilton Mountain,2024-06-30,25%,35%,31%,4%
Hamilton Mountain,2024-07-07,25%,34%,31%,4%
Hamilton Mountain,2024-07-07,25%,34%,31%,4%
Hamilton West Ancaster Dundas,2024-05-01,33%,38%,20%,5%
Hamilton West Ancaster Dundas,2024-07-01,34%,38%,21%,5%
Hamilton West Ancaster Dundas,2024-09-01,34%,38%,21%,5%
Hamilton West Ancaster Dundas,2024-11-01,35%,38%,20%,5%
Hamilton West Ancaster Dundas,2025-01-01,35%,37%,21%,5%
Hamilton West Ancaster Dundas,2025-03-01,35%,37%,20%,5%
Hamilton West Ancaster Dundas,2025-05-01,35%,37%,21%,5%
Hamilton West Ancaster Dundas,2025-07-01,34%,37%,22%,5%
Hamilton West Ancaster Dundas,2025-09-01,34%,38%,21%,5%
Hamilton West Ancaster Dundas,2025-11-01,34%,37%,20%,5%
Hamilton West Ancaster Dundas,2024-05-12,34%,38%,20%,5%
Hamilton West Ancaster Dundas,2024-05-12,34%,38%,20%,5%
Hamilton West Ancaster Dundas,2024-05-19,34%,38%,20%,5%
Hamilton West Ancaster Dundas,2024-05-19,33%,37%,21%,5%
Hamilton West Ancaster Dundas,2024-05-26,33%,37%,21%,5%
Hamilton West Ancaster Dundas,2024-05-26,34%,37%,21%,5%
Hamilton West Ancaster Dundas,2024-06-02,35%,36%,20%,5%
Hamilton West Ancaster Dundas,2024-06-02,35%,37%,19%,5%
Hamilton West Ancaster Dundas,2024-06-09,35%,37%,19%,5%
Hamilton West Ancaster Dundas,2024-06-09,34%,39%,19%,5%
Hamilton West Ancaster Dundas,2024-06-16,33%,40%,18%,5%
Hamilton West Ancaster Dundas,2024-06-16,33%,40%,19%,5%
Hamilton West Ancaster Dundas,2024-06-23,32%,40%,19%,5%
Hamilton West Ancaster Dundas,2024-06-23,32%,39%,20%,5%
Hamilton West Ancaster Dundas,2024-06-30,33%,39%,20%,5%
Hamilton West Ancaster Dundas,2024-06-30,33%,39%,20%,5%
Hamilton West Ancaster Dundas,2024-07-07,33%,38%,20%,5%
Hamilton West Ancaster Dundas,2024-07-07,33%,38%,20%,5%
Hastings Lennox and Addington Tyendinaga,2024-05-01,21%,58%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-07-01,22%,59%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-09-01,22%,59%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-11-01,23%,59%,11%,4%
Hastings Lennox and Addington Tyendinaga,2025-01-01,23%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2025-03-01,23%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2025-05-01,23%,57%,12%,4%
Hastings Lennox and Addington Tyendinaga,2025-07-01,22%,57%,12%,4%
Hastings Lennox and Addington Tyendinaga,2025-09-01,21%,58%,12%,3%
Hastings Lennox and Addington Tyendinaga,2025-11-01,22%,58%,12%,3%
Hastings Lennox and Addington Tyendinaga,2024-05-12,22%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-05-12,21%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-05-19,21%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-05-19,21%,57%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-05-26,21%,57%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-05-26,22%,57%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-02,23%,56%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-02,22%,57%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-09,22%,57%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-09,21%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-16,21%,59%,10%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-16,20%,59%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-23,20%,60%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-23,20%,59%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-30,21%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-06-30,21%,58%,11%,4%
Hastings Lennox and Addington Tyendinaga,2024-07-07,21%,58%,12%,4%
Hastings Lennox and Addington Tyendinaga,2024-07-07,21%,58%,12%,4%
Humber River Black Creek,2024-05-01,47%,27%,18%,5%
Humber River Black Creek,2024-07-01,48%,25%,19%,6%
Humber River Black Creek,2024-09-01,48%,25%,19%,6%
Humber River Black Creek,2024-11-01,49%,25%,18%,6%
Humber River Black Creek,2025-01-01,49%,25%,19%,6%
Humber River Black Creek,2025-03-01,49%,24%,19%,6%
Humber River Black Creek,2025-05-01,49%,24%,19%,6%
Humber River Black Creek,2025-07-01,48%,24%,20%,6%
Humber River Black Creek,2025-09-01,48%,27%,17%,4%
Humber River Black Creek,2025-11-01,48%,27%,17%,4%
Humber River Black Creek,2024-05-12,48%,27%,17%,5%
Humber River Black Creek,2024-05-12,48%,27%,17%,5%
Humber River Black Creek,2024-05-19,48%,27%,17%,5%
Humber River Black Creek,2024-05-19,47%,27%,18%,5%
Humber River Black Creek,2024-05-26,47%,27%,18%,5%
Humber River Black Creek,2024-05-26,48%,26%,17%,5%
Humber River Black Creek,2024-06-02,49%,26%,17%,5%
Humber River Black Creek,2024-06-02,50%,26%,16%,5%
Humber River Black Creek,2024-06-09,49%,27%,16%,5%
Humber River Black Creek,2024-06-09,48%,28%,15%,5%
Humber River Black Creek,2024-06-16,48%,29%,15%,5%
Humber River Black Creek,2024-06-16,47%,29%,17%,5%
Humber River Black Creek,2024-06-23,45%,28%,18%,5%
Humber River Black Creek,2024-06-23,46%,28%,18%,5%
Humber River Black Creek,2024-06-30,46%,27%,18%,5%
Humber River Black Creek,2024-06-30,46%,27%,19%,5%
Humber River Black Creek,2024-07-07,46%,27%,19%,5%
Humber River Black Creek,2024-07-07,47%,27%,18%,5%
Kanata,2024-05-01,32%,46%,15%,5%
Kanata,2024-07-01,32%,46%,15%,5%
Kanata,2024-09-01,33%,46%,15%,5%
Kanata,2024-11-01,34%,45%,15%,5%
Kanata,2025-01-01,33%,45%,15%,5%
Kanata,2025-03-01,34%,45%,15%,5%
Kanata,2025-05-01,34%,44%,16%,5%
Kanata,2025-07-01,33%,44%,16%,5%
Kanata,2025-09-01,32%,45%,16%,4%
Kanata,2025-11-01,33%,45%,15%,5%
Kanata,2024-05-12,32%,45%,15%,5%
Kanata,2024-05-12,32%,45%,15%,5%
Kanata,2024-05-19,32%,45%,15%,5%
Kanata,2024-05-19,32%,45%,16%,5%
Kanata,2024-05-26,32%,45%,16%,5%
Kanata,2024-05-26,33%,44%,16%,5%
Kanata,2024-06-02,34%,43%,15%,5%
Kanata,2024-06-02,34%,44%,14%,5%
Kanata,2024-06-09,33%,45%,15%,5%
Kanata,2024-06-09,32%,46%,14%,5%
Kanata,2024-06-16,32%,47%,14%,5%
Kanata,2024-06-16,31%,47%,14%,5%
Kanata,2024-06-23,30%,48%,15%,5%
Kanata,2024-06-23,31%,47%,15%,5%
Kanata,2024-06-30,31%,46%,15%,5%
Kanata,2024-06-30,31%,46%,15%,5%
Kanata,2024-07-07,31%,46%,15%,5%
Kanata,2024-07-07,32%,46%,15%,5%
Kenora Kiiwetinoong,2024-05-01,10%,56%,27%,3%
Kenora Kiiwetinoong,2024-07-01,11%,55%,29%,3%
Kenora Kiiwetinoong,2024-09-01,11%,55%,28%,3%
Kenora Kiiwetinoong,2024-11-01,11%,55%,28%,3%
Kenora Kiiwetinoong,2025-01-01,11%,54%,29%,3%
Kenora Kiiwetinoong,2025-03-01,11%,54%,29%,3%
Kenora Kiiwetinoong,2025-05-01,11%,54%,29%,3%
Kenora Kiiwetinoong,2025-07-01,10%,54%,30%,3%
Kenora Kiiwetinoong,2025-09-01,10%,55%,28%,3%
Kenora Kiiwetinoong,2025-11-01,10%,54%,28%,3%
Kenora Kiiwetinoong,2024-05-12,10%,55%,28%,3%
Kenora Kiiwetinoong,2024-05-12,10%,55%,28%,3%
Kenora Kiiwetinoong,2024-05-19,10%,55%,28%,3%
Kenora Kiiwetinoong,2024-05-19,10%,54%,29%,3%
Kenora Kiiwetinoong,2024-05-26,10%,54%,29%,3%
Kenora Kiiwetinoong,2024-05-26,10%,54%,29%,3%
Kenora Kiiwetinoong,2024-06-02,11%,53%,28%,3%
Kenora Kiiwetinoong,2024-06-02,11%,55%,27%,3%
Kenora Kiiwetinoong,2024-06-09,10%,55%,27%,3%
Kenora Kiiwetinoong,2024-06-09,10%,57%,26%,3%
Kenora Kiiwetinoong,2024-06-16,10%,57%,25%,3%
